id,EAP,HPL,MWS
id02310,0.166800475583,0.0718986035354,0.761300920881
id24541,0.621100038411,0.183797551362,0.195102410227
id00134,0.449437722005,0.473990063754,0.0765722142406
id27757,0.484807794243,0.48130632398,0.0338858817775
id04081,0.758346643767,0.121945315016,0.119708041216
id27337,0.609548433774,0.304903908983,0.0855476572437
id24265,0.493405197746,0.390099769556,0.116495032698
id25917,0.211591521699,0.180006948103,0.608401530198
id04951,0.921362588856,0.061350955526,0.0172864556183
id14549,0.612122204696,0.111985979018,0.275891816286
id22505,0.206787813953,0.193363026851,0.599849159196
id24002,0.0436940235344,0.930592944267,0.0257130321982
id18982,0.445751918618,0.269845003363,0.28440307802
id15181,0.202925257218,0.74060642064,0.0564683221426
id21888,0.516669480235,0.216629380071,0.266701139693
id12035,0.0421435925467,0.0222150074292,0.935641400024
id17991,0.372967862789,0.150646928886,0.476385208325
id10707,0.923662998134,0.0282326099725,0.0481043918933
id07101,0.25504519976,0.21010095052,0.534853849719
id00345,0.48005659475,0.424376611756,0.0955667934937
id05912,0.72103418847,0.110359867053,0.168605944477
id13443,0.8860235936,0.0477756364582,0.0662007699419
id09248,0.157535528794,0.206769842212,0.635694628994
id17542,0.129739113293,0.778637823233,0.0916230634749
id06995,0.355768560748,0.0744936903161,0.569737748936
id25159,0.699465802085,0.0574864603042,0.24304773761
id25729,0.589390309234,0.288966136161,0.121643554604
id26949,0.694164063471,0.142440245549,0.163395690981
id27191,0.494708340882,0.163886911924,0.341404747193
id07668,0.511148158181,0.041858241723,0.446993600096
id02230,0.319820360961,0.322549121412,0.357630517627
id15553,0.92314851503,0.0266799161429,0.050171568827
id25688,0.116320802141,0.773711126041,0.109968071819
id17545,0.784179151538,0.106646976229,0.109173872233
id13929,0.175814967512,0.249276077392,0.574908955097
id12880,0.577667754214,0.199098273201,0.223233972585
id19282,0.540719201667,0.163317257004,0.295963541329
id14690,0.0995782086191,0.0480492796299,0.852372511751
id17975,0.169704099722,0.662404711978,0.1678911883
id08037,0.627604559206,0.0762097066085,0.296185734185
id15412,0.248828282858,0.0942401213485,0.656931595793
id25032,0.411898039192,0.252363407285,0.335738553523
id27165,0.903231382943,0.0340970809771,0.0626715360794
id03327,0.366774232882,0.498653729817,0.134572037302
id18515,0.582644151156,0.11091923955,0.306436609294
id21003,0.384534097215,0.11849339962,0.496972503165
id23855,0.110777554748,0.604539306659,0.284683138593
id20724,0.52158883536,0.19904850287,0.27936266177
id13303,0.512961886615,0.111728950184,0.375309163201
id16521,0.0606005674858,0.207111780939,0.732287651575
id20775,0.844056545432,0.112011930398,0.0439315241695
id13029,0.830854203603,0.052070574645,0.117075221752
id14660,0.663883464988,0.181268968217,0.154847566795
id11028,0.0493736303296,0.0174923015394,0.933134068131
id14180,0.750639500355,0.154434646257,0.0949258533882
id25860,0.937233886036,0.0352027964366,0.0275633175273
id11910,0.481986240002,0.1285379111,0.389475848899
id08065,0.507830635714,0.241066420384,0.251102943902
id22674,0.222402923793,0.0678129811312,0.709784095076
id25018,0.270787701072,0.110970612576,0.618241686352
id10892,0.317469862869,0.568471670153,0.114058466978
id10217,0.347179156927,0.586941986286,0.0658788567867
id12996,0.52269713916,0.209911658579,0.267391202261
id18262,0.445400437323,0.281744249119,0.272855313558
id08606,0.0910808707514,0.839895895114,0.0690232341348
id17233,0.801688411307,0.0577627310396,0.140548857654
id00101,0.647644295851,0.133859496713,0.218496207436
id12225,0.731007160532,0.180687832094,0.0883050073738
id01364,0.366522352783,0.509841879574,0.123635767643
id24973,0.720303799697,0.100642304302,0.179053896002
id25363,0.647153030481,0.0388530745856,0.313993894934
id10061,0.464718332482,0.103456040265,0.431825627253
id17673,0.294762772337,0.554280132437,0.150957095227
id13249,0.693484409334,0.100542628535,0.205972962131
id10107,0.147136644605,0.0608760774363,0.791987277959
id04403,0.665258922056,0.064139736433,0.270601341511
id25728,0.643680030608,0.109725007209,0.246594962183
id16184,0.570770342439,0.181026302779,0.248203354782
id03438,0.0677625141923,0.0152632645895,0.916974221218
id22923,0.163597364775,0.791847776317,0.0445548589073
id08610,0.757715018426,0.0658425716892,0.176442409885
id25355,0.213112221166,0.158239169457,0.628648609378
id16916,0.541889906579,0.317346104449,0.140763988972
id12793,0.323152104958,0.553805579093,0.123042315949
id11859,0.462218978725,0.15227416299,0.385506858284
id02434,0.938560418803,0.028424673914,0.0330149072831
id27703,0.083213251202,0.0559643717926,0.860822377005
id25212,0.268150050673,0.647460882428,0.084389066899
id11308,0.216822727692,0.247502280281,0.535674992026
id26094,0.733614431257,0.130935774244,0.135449794498
id22080,0.709766765752,0.249882403579,0.0403508306687
id03545,0.797893970566,0.160815166925,0.0412908625089
id23725,0.153901260747,0.153387009828,0.692711729425
id12009,0.616408281261,0.240361101792,0.143230616947
id24241,0.402772513944,0.197362015376,0.39986547068
id03596,0.233319037305,0.672174054409,0.0945069082852
id10749,0.46338559437,0.289329068872,0.247285336758
id22794,0.152075050534,0.141737620875,0.706187328591
id15482,0.443025843314,0.274247431513,0.282726725173
id04833,0.495016710126,0.323339705801,0.181643584073
id00397,0.270581449071,0.0217211687602,0.707697382169
id14691,0.163746272887,0.0705626836996,0.765691043413
id05193,0.200104097711,0.0715668240416,0.728329078247
id19541,0.566152562443,0.112547423115,0.321300014442
id22166,0.0817711728118,0.0500615568412,0.868167270347
id20744,0.186773571215,0.048407924907,0.764818503878
id10392,0.0886054044459,0.0440010711599,0.867393524394
id00770,0.69730956854,0.167906592988,0.134783838472
id06018,0.274465689481,0.591962312248,0.133571998271
id15678,0.319001383721,0.040317871455,0.640680744824
id08305,0.741140185785,0.184043481548,0.0748163326662
id08903,0.339951905578,0.213541028755,0.446507065668
id14752,0.486985907541,0.382875439159,0.1301386533
id12468,0.322942069133,0.605017946582,0.0720399842851
id05085,0.488581359421,0.346779318009,0.16463932257
id21993,0.330292260435,0.0670881611091,0.602619578455
id15503,0.624184802115,0.315045881752,0.0607693161328
id03021,0.0547932574144,0.857915125603,0.087291616983
id16123,0.953949256089,0.0276433227161,0.018407421195
id19383,0.770875174706,0.11101357124,0.118111254054
id04186,0.928558176064,0.0368433307129,0.034598493223
id17954,0.137725256315,0.0225883653587,0.839686378326
id12030,0.327314570597,0.0909716111677,0.581713818236
id13020,0.587929909059,0.335644327696,0.076425763245
id25327,0.169322214935,0.304157203469,0.526520581596
id16344,0.263703846842,0.163672989048,0.572623164109
id12303,0.377099382237,0.336173166819,0.286727450944
id15017,0.714915095927,0.201983927447,0.0831009766259
id22308,0.39378442772,0.136130879072,0.470084693208
id06536,0.123633635426,0.0873900166184,0.788976347956
id19797,0.30271438923,0.383585017952,0.313700592818
id06332,0.458013078229,0.308979553662,0.233007368109
id22941,0.512763404331,0.171133068879,0.31610352679
id13547,0.203834156958,0.148392205686,0.647773637357
id06928,0.132515995346,0.0128327632843,0.85465124137
id12521,0.621205856762,0.272409272966,0.106384870272
id25716,0.507620723196,0.161604291919,0.330774984885
id27116,0.0108436235254,0.00398732138269,0.985169055092
id19941,0.159924140581,0.67026823765,0.169807621769
id05711,0.039451159996,0.0490529652951,0.911495874709
id02097,0.0705456825115,0.100039838546,0.829414478942
id03563,0.185239470081,0.726530365108,0.0882301648119
id02295,0.339880853609,0.360962475347,0.299156671044
id08179,0.944428265082,0.0290306251334,0.0265411097844
id05332,0.105032053585,0.764080425753,0.130887520662
id15697,0.423174506845,0.228123996134,0.348701497021
id17026,0.198219389529,0.124855053775,0.676925556696
id04243,0.588285452345,0.234572482163,0.177142065492
id13175,0.949717830871,0.030263319271,0.0200188498583
id05387,0.636806613521,0.1081067345,0.25508665198
id19989,0.605720847787,0.185886840917,0.208392311295
id25173,0.550056498439,0.148614961783,0.301328539778
id08925,0.246318514111,0.665666915645,0.0880145702439
id03034,0.1371568138,0.676171568093,0.186671618106
id13272,0.124430963537,0.753036363867,0.122532672596
id07956,0.687990835565,0.123161505911,0.188847658524
id02648,0.110655299658,0.0148565956071,0.874488104735
id01778,0.264813694875,0.0258489857942,0.709337319331
id12846,0.12464572978,0.0213672075172,0.853987062703
id19001,0.440537232923,0.120266499579,0.439196267498
id05763,0.738400014324,0.0900459531194,0.171554032556
id15590,0.0978951469889,0.0405574599755,0.861547393036
id04912,0.551013756951,0.202200647387,0.246785595662
id21201,0.677665115395,0.152047345374,0.170287539231
id13215,0.848124419987,0.0658269697128,0.0860486103001
id15612,0.326400039404,0.515127766638,0.158472193958
id18501,0.193021861985,0.157381640918,0.649596497097
id07223,0.364135270957,0.453967505078,0.181897223965
id06707,0.597638204446,0.190685819737,0.211675975817
id05238,0.0810050399999,0.849182104498,0.0698128555022
id00935,0.186365216722,0.105152020125,0.708482763153
id00110,0.507051656354,0.128168251617,0.364780092028
id17476,0.840288372977,0.0788397036048,0.0808719234187
id15170,0.802551209779,0.0892114685411,0.10823732168
id13397,0.376255694722,0.126982154318,0.49676215096
id24283,0.501401928094,0.200274256053,0.298323815853
id15234,0.818322291038,0.128572552439,0.0531051565236
id16884,0.46901137908,0.196242622524,0.334745998396
id07831,0.401812444871,0.369761616009,0.22842593912
id16038,0.762320192248,0.144845687135,0.092834120617
id03629,0.530659562648,0.174456646302,0.29488379105
id21019,0.584231184765,0.166924352848,0.248844462387
id21835,0.516336049159,0.167765479174,0.315898471667
id04480,0.198153047427,0.753630572761,0.0482163798118
id20838,0.590761141204,0.280350475285,0.128888383511
id24195,0.392972870511,0.291488709805,0.315538419684
id05448,0.671198220791,0.198372428446,0.130429350763
id15957,0.158884738182,0.689884401816,0.151230860002
id19956,0.065883287461,0.0107056917779,0.923411020761
id15104,0.214537594428,0.175788373177,0.609674032396
id17559,0.494581455094,0.293508422431,0.211910122475
id16839,0.503620305272,0.233549251663,0.262830443065
id14493,0.530039926134,0.0802399940742,0.389720079792
id08833,0.526926420909,0.138758798009,0.334314781082
id15723,0.217099731332,0.224941683442,0.557958585226
id02716,0.844417611241,0.081082989226,0.0744993995331
id06689,0.17085377893,0.724032500804,0.105113720266
id18837,0.417454984199,0.194639627453,0.387905388349
id04466,0.751878744648,0.132655766784,0.115465488567
id00686,0.722568516915,0.0859919858154,0.19143949727
id09010,0.383230714865,0.538815028853,0.0779542562815
id23353,0.608704823588,0.202889363782,0.18840581263
id00066,0.670617721849,0.118799946782,0.210582331369
id15724,0.220368707424,0.520473462653,0.259157829923
id23486,0.237946935065,0.0523907416958,0.709662323239
id22258,0.20215227704,0.0767235341289,0.721124188831
id02292,0.504117910857,0.281051220448,0.214830868695
id16356,0.297055725119,0.0501093567238,0.652834918158
id00235,0.848607880772,0.0284167073741,0.122975411854
id25522,0.218947877619,0.0480270845513,0.73302503783
id04204,0.132910155127,0.71852915437,0.148560690503
id22016,0.448236527955,0.173435498006,0.378327974038
id06480,0.240727874322,0.602847356345,0.156424769333
id08718,0.296434870844,0.118035790836,0.58552933832
id05251,0.149875284922,0.752027247039,0.0980974680386
id03359,0.681939711469,0.121279095566,0.196781192965
id16117,0.235808565809,0.0458835705236,0.718307863668
id17000,0.169625294832,0.784780834525,0.0455938706436
id01730,0.45267782361,0.387683384003,0.159638792387
id00630,0.438208283144,0.385677557509,0.176114159347
id18175,0.193606495831,0.0481931222733,0.758200381895
id00907,0.685515068646,0.150220237627,0.164264693727
id18251,0.23663598582,0.708599256947,0.054764757233
id25861,0.552603147987,0.183769720336,0.263627131677
id00398,0.60720993919,0.154466652943,0.238323407867
id27573,0.898143389133,0.0155369754107,0.0863196354565
id10022,0.146472099615,0.65557752161,0.197950378774
id15901,0.239980562347,0.031379425495,0.728640012158
id00451,0.263356608469,0.14827173868,0.588371652851
id23129,0.318546341728,0.405566681293,0.27588697698
id26498,0.454098359366,0.290577700607,0.255323940027
id14741,0.370889031828,0.200932923263,0.428178044909
id18453,0.35957986838,0.093220259477,0.547199872143
id08309,0.745971463005,0.0838608903381,0.170167646656
id00320,0.802636439583,0.0667886875922,0.130574872825
id07688,0.265494133994,0.118152839949,0.616353026056
id01556,0.21777509635,0.0463107770346,0.735914126615
id00178,0.57392610904,0.0948173438446,0.331256547115
id18902,0.205805523573,0.0683611221579,0.725833354269
id27002,0.650208195322,0.183218275122,0.166573529555
id21418,0.912359792063,0.0615382860049,0.0261019219323
id23018,0.450191713056,0.188449613974,0.361358672971
id07032,0.405828391239,0.293443924693,0.300727684069
id16195,0.761797659941,0.0622872319871,0.175915108072
id11202,0.293441551779,0.514246564299,0.192311883922
id09578,0.458630778063,0.147029216895,0.394340005043
id26984,0.653888277164,0.0687864504479,0.277325272389
id19856,0.173651151386,0.701088326952,0.125260521662
id12086,0.538923912223,0.161104868938,0.299971218839
id12052,0.140604126006,0.192696104667,0.666699769327
id17728,0.180223210925,0.0421421595189,0.777634629556
id24608,0.680778622325,0.121137775368,0.198083602307
id21097,0.373675218829,0.127386671692,0.498938109479
id20179,0.0744010084225,0.0196457156574,0.90595327592
id15144,0.3659747188,0.469172022825,0.164853258376
id00206,0.686291628296,0.167295370992,0.146413000712
id22285,0.0686079798005,0.0163473687592,0.91504465144
id06417,0.225472930151,0.446875915604,0.327651154245
id00215,0.204151940411,0.73408860459,0.0617594549987
id04201,0.252430864549,0.0977194884773,0.649849646974
id21771,0.790568922207,0.127667120733,0.0817639570598
id12451,0.20245200054,0.320982647002,0.476565352458
id14250,0.21646234855,0.504094462171,0.27944318928
id03433,0.171634450819,0.766251106216,0.0621144429654
